university,entity,role,labels,count
ug_fess,ecstasy,LOC,,2
ug_fess,##chat kaprodi,PER,,1
ug_fess,matkul basing,PER,,1
ug_fess,rindu,PER,,1
ug_fess,blkg ecstasy,LOC,,1
ug_fess,haloada,PER,,1
ug_fess,ilkom,PER,,2
ug_fess,tiongkok,GPE,,1
ug_fess,busett dining hall kampus cakep,LOC,,1
ug_fess,psychofams,ORG,,1
ug_fess,ukm upz masii oprec,ORG,,1
ug_fess,bapak jonifan,PER,,1
ug_fess,bapak achmad fahrurozi,PER,,1
ug_fess,robgun roblox,PER,,1
ug_fess,ananda avavidya,PER,,1
ug_fess,ibuprofen sri,PER,,1
ug_fess,fiskim,ORG,,1
ug_fess,hening,PER,,1
ug_fess,megatron,PER,,1
ug_fess,esport gundar,ORG,Abusive_label,1
ug_fess,benny,PER,,2
ug_fess,muji lestari,PER,,1
ug_fess,osce,ORG,,1
ug_fess,ibuprofen widyatmini,PER,,1
ug_fess,kartika sari,PER,,1
ug_fess,spotify family,ORG,,1
ug_fess,texas instruments,ORG,,1
ug_fess,oprec lab manajemen,ORG,,1
ug_fess,ws,PER,,2
ug_fess,boy,PER,,1
ug_fess,yeah,PER,,2
ug_fess,maba psikologi,PER,Abusive_label,1
ug_fess,kampus ecstasy,LOC,Abusive_label,1
ug_fess,haloow,PER,,1
ug_fess,universitas gunadarma fakultas psikologi,ORG,,1
ug_fess,aslab praktikum psikologi,ORG,,1
ug_fess,bapak isna,PER,,1
ug_fess,kating kating,PER,,2
ug_fess,reinal rachmavial,PER,,1
ug_fess,puti anggreani,PER,,1
ug_fess,tri wahyu retno,PER,,1
ug_fess,akmtv,ORG,,1
ug_fess,yuki,PER,,1
ug_fess,ibuprofen sugiharti binastuti,PER,,1
ug_fess,ibuprofen meta matkul,ORG,,1
ug_fess,lilis ratnasari,PER,,1
ug_fess,diny wahyuni,PER,,1
ug_fess,kaah maba,LOC,,1
ug_fess,ibuprofen inge,PER,,1
ug_fess,usual ketek,PER,,2
ug_fess,ibuprofen neltje,PER,,2
ug_fess,ukm mutualan,ORG,,1
ug_fess,counter - strike bank dki kampus,ORG,,1
ug_fess,anie yusnita,PER,,1
ug_fess,warung fate,LOC,,2
ug_fess,dude,PER,,1
ug_fess,quiz matkul,PER,,1
ug_fess,ugtv,ORG,,1
ug_fess,ibuprofen kristiana dewayani metopen,PER,,1
ug_fess,inimahh,PER,,1
ug_fess,penny,PER,,2
ug_fess,gs,PER,,1
ug_fess,mun gaberhubung,PER,,1
ug_fess,mun club,ORG,,1
ug_fess,kampus gundar,LOC,"HS_Group_label, HS_Moderate_label, HS_Other_label, HS_label",1
ug_fess,guis ingpo kost,PER,,1
ug_fess,mww galaw,LOC,,1
ug_fess,yulia eka praptiningsih,PER,,1
ug_fess,ilkom,ORG,,1
ug_fess,##ic kating,PER,,1
ug_fess,gundar,LOC,,2
ug_fess,korea,GPE,,1
ug_fess,nadin,PER,,1
ug_fess,titi,PER,,1
ug_fess,menfees,PER,,1
ug_fess,yasudah soory,PER,,1
ug_fess,hey hi,PER,,3
ug_fess,sulawesi,GPE,,1
ug_fess,keisya moranie fadila,PER,,1
ug_fess,ayu thing thing,PER,,1
ug_fess,maba kalmal,PER,,1
ug_fess,max,PER,,1
ug_fess,kampus hug lantai tiga,LOC,,1
ug_fess,alona,PER,,1
ug_fess,roma,GPE,,1
ug_fess,ril,PER,,1
ug_fess,ugly,PER,,1
ug_fess,binderny,LOC,,1
ug_fess,gusy,PER,,1
ug_fess,nugas kerja,PER,,1
ug_fess,nugas nugas nugas,PER,,1
ug_fess,mendunghujan,PER,,1
ug_fess,kakak gunadarma,PER,,1
ug_fess,lopyuu,PER,,1
ug_fess,kampus gih,LOC,,1
ug_fess,ibuprofen masodah,PER,,1
ug_fess,hei,PER,,2
ug_fess,amay,PER,,1
ug_fess,something depok,LOC,,1
ug_fess,hbungany gundar,PER,,1
ug_fess,unidentified,ORG,,1
ug_fess,igtrukmolin thancie,PER,,1
ug_fess,ecstasy adem,LOC,,1
ug_fess,gaiiss,PER,,1
ug_fess,bent,PER,,1
ug_fess,perpus cafe,LOC,,1
ug_fess,sisfor,GPE,,1
ug_fess,##ong internet lounge kampus ecstasy,LOC,,1
ug_fess,hima sisfor,PER,,1
ug_fess,ilong,PER,,1
ug_fess,ukm digundar karawaci,ORG,,1
ug_fess,hugs,PER,,1
ug_fess,teknik indutri mutualan,ORG,,1
ug_fess,lala,PER,,1
ug_fess,gunadarma,GPE,,2
ug_fess,puanas pol hari,PER,,1
ug_fess,peace bwat mauren,PER,,1
ug_fess,preloved magelang,ORG,,1
ug_fess,warung kopi screenshot,LOC,,1
ug_fess,kampus ecstasy 10rb,LOC,,1
ug_fess,bayu,PER,"HS_Individual_label, HS_Weak_label",1
ug_fess,shout,PER,,1
ug_fess,mabaa mabaa,PER,,1
ug_fess,burn,PER,,1
ug_fess,depok,GPE,Abusive_label,1
ug_fess,kelapa dua,LOC,Abusive_label,1
ug_fess,bzier,PER,,1
ug_fess,onggoy,PER,Abusive_label,1
ug_fess,gundar paid,PER,,1
ug_fess,apasi gundar,PER,,1
ug_fess,herna,PER,,1
ug_fess,world wide web,LOC,,1
ug_fess,hima,PER,,1
ug_fess,hello kpopers gundaro,ORG,,1
ug_fess,jastip pland alright market,LOC,,1
ug_fess,iman,PER,,1
ug_fess,anjir,PER,Abusive_label,1
ug_fess,information muncak,PER,,1
ug_fess,mabar roblox,PER,,1
ug_fess,gedung tiga lantai,LOC,,1
ug_fess,kampus urgent,LOC,,1
ug_fess,meta damariyanti,PER,,1
ug_fess,kating psikologi,PER,,1
ug_fess,gita verasari,PER,,1
ug_fess,information,PER,,1
ug_fess,kaah,PER,,1
ug_fess,bank dki j1,ORG,,1
ug_fess,parkiran kampus ecstasy,LOC,,1
ug_fess,ege,PER,,1
ug_fess,bank dki,ORG,"Abusive_label, HS_Group_label, HS_Moderate_label, HS_Other_label, HS_label",1
ug_fess,emerson lake and palmer,LOC,,1
ug_fess,hellpp urgent,PER,,1
ug_fess,hloww kat,PER,,1
ug_fess,sario hidayatuloh,PER,,1
ug_fess,nevid rathus greene,PER,,1
ug_fess,dospem,PER,,2
ug_fess,siti saidah,PER,,1
ug_fess,sisfor,ORG,,1
ug_fess,bapak latipaturahmaniah,PER,,1
ug_fess,publice service,ORG,,2
ug_fess,mentemen,LOC,,1
ug_fess,mushola kampus ecstasy,LOC,,1
ug_fess,haryono jusup,PER,,1
ug_fess,world wide web hesitation,LOC,,1
ug_fess,hesita,PER,,1
ug_fess,genk genk,PER,,1
ug_fess,blanko sarmag,PER,,1
ug_fess,wattpad akh,PER,Abusive_label,1
ug_fess,puppy pbo,PER,,1
ug_fess,almet gundar,PER,"HS_Group_label, HS_Moderate_label, HS_label",1
ug_fess,sight putri,LOC,,1
ug_fess,kampus region depok,LOC,,1
ug_fess,drmujiyana,PER,,1
ug_fess,iqbal,PER,,1
ug_fess,ukm comma design,ORG,,1
ug_fess,base,PER,,1
ug_fess,huftt,PER,,1
ug_fess,voluntrip kitabisa,ORG,,1
ug_fess,kampus gunadarma cengkareng,LOC,,1
ug_fess,bank mandiri,ORG,,2
ug_fess,boti,PER,,1
ug_fess,brayynanggung,PER,,1
ug_fess,viralin,PER,,1
ug_fess,gaiss gundar,PER,,1
ug_fess,ibuprofen trida,PER,,1
ug_fess,kakaa,PER,,1
ug_fess,jaksel,GPE,,1
ug_fess,jurusan amplifier,ORG,,1
ug_fess,asleb,PER,,2
ug_fess,ecstasy,PER,,2
ug_fess,margo,PER,,1
ug_fess,fikom praktikum scratch,ORG,,1
ug_fess,iisma msib,PER,,1
ug_fess,gundarr,GPE,,1
ug_fess,jalan gundar,LOC,,1
ug_fess,mushola dosen,LOC,,1
ug_fess,something pocin,LOC,,1
ug_fess,dwight george,PER,,1
ug_fess,under the skin,LOC,,2
ug_fess,ciwi ciwi,LOC,,1
ug_fess,kampus keparkiran,LOC,,1
ug_fess,febry,PER,,1
ug_fess,eko,PER,,1
ug_fess,bapak abdul mukhyi,PER,,1
ug_fess,elvina,PER,,1
ug_fess,ibuprofen rina refianti,PER,,1
ug_fess,ibuprofen maria,PER,,1
ug_fess,##sswa akuntansi gunadarma,ORG,,1
ug_fess,ukm tari tradisional,ORG,,1
ug_fess,rhema building,LOC,,1
ug_fess,bento kilo of cocaine,LOC,,1
ug_fess,tbtb,LOC,,1
ug_fess,dining hall,LOC,,1
ug_fess,ari ak23,PER,,1
ug_fess,jabodetabek,GPE,,3
ug_fess,ecstasy depok,ORG,,1
ug_fess,bandung,GPE,,1
ug_fess,inhale vapor,PER,,1
ug_fess,zahir,PER,,1
ug_fess,lepkom data science,ORG,,1
ug_fess,information,ORG,,1
ug_fess,lepkom,ORG,,1
ug_fess,ustad hannan attaki,PER,,1
ug_fess,##thankyouu,PER,,1
ug_fess,agus sumin,PER,,1
ug_fess,fufufufu,PER,,1
ug_fess,gajadi,PER,,1
ug_fess,##ly,ORG,,1
ug_fess,not much aguy,PER,,1
ug_fess,case,PER,,1
ug_fess,##c,LOC,,1
ug_fess,##mall margocity region,LOC,,1
ug_fess,mall gaakk,LOC,,1
ug_fess,pasar senen melawai,LOC,,1
ug_fess,gocaraja gostasiun,PER,,1
ug_fess,akajsbsjwjsnsjsksj,PER,,1
ug_fess,penny information,PER,,1
ug_fess,kampus eampg,LOC,,1
ug_fess,knights of the old republic,LOC,,1
ug_fess,etmin,PER,,1
ug_fess,opfoll,PER,,1
ug_fess,ceplas ceplos,PER,,1
ug_fess,aiesec,ORG,,1
ug_fess,gundar technopark cianjur,LOC,,1
ug_fess,sportcenter,ORG,,1
ug_fess,kirakira,GPE,,1
telyufess,prodi data science,ORG,,1
telyufess,darling son,PER,,1
telyufess,k0st,LOC,,1
telyufess,dontol,PER,,1
telyufess,icafood,ORG,,1
telyufess,yasudah,PER,,2
telyufess,toss,PER,,2
telyufess,kwu tengs,LOC,,1
telyufess,alfamart sukabirus,LOC,,1
telyufess,gku fotofoto,LOC,,1
telyufess,telkom buah batu,LOC,,1
telyufess,pros cons,ORG,,1
telyufess,purwokerto,GPE,,1
telyufess,plusminus,PER,,1
telyufess,kating,PER,,4
telyufess,jabar jateng,GPE,,1
telyufess,bandung,GPE,,49
telyufess,bogor,GPE,,3
telyufess,jakarta,GPE,,8
telyufess,jujur,PER,,2
telyufess,helphin,PER,,2
telyufess,organisasi arsitektur komputer elektromagnetika hey you,ORG,,1
telyufess,hello,PER,,1
telyufess,kampus rekomen,LOC,,1
telyufess,komun tizen,ORG,,1
telyufess,##u glints,PER,,1
telyufess,telkom bosan mekdi,LOC,,1
telyufess,keterima telu,PER,,1
telyufess,mendeley,PER,,1
telyufess,kampus bandung,LOC,,1
telyufess,jonas,PER,,2
telyufess,information telkomedika,ORG,,1
telyufess,jonas worth,PER,,1
telyufess,inu,PER,,1
telyufess,jktbandung,GPE,,1
telyufess,telkom,LOC,,2
telyufess,mifi,ORG,,1
telyufess,aksjdjsnslssksk,PER,,1
telyufess,uptodate,ORG,,1
telyufess,harry potter,PER,,8
telyufess,gaiss,PER,,6
telyufess,cilegonserang,GPE,,1
telyufess,telkom,ORG,,31
telyufess,minal aidin,PER,,1
telyufess,kahim,PER,,2
telyufess,yapping tll,PER,,1
telyufess,budi,PER,,2
telyufess,alfaindomaret,ORG,,1
telyufess,ueue,PER,,1
telyufess,psngn,ORG,,1
telyufess,bandung sumut,GPE,,1
telyufess,sinta,PER,,3
telyufess,hey hi,PER,,2
telyufess,sdr hello hi,PER,,1
telyufess,indonesia,GPE,,6
telyufess,mhsswa akhr,PER,,1
telyufess,bndung,GPE,,1
telyufess,banjarmasin,GPE,,2
telyufess,you,PER,,5
telyufess,lab fisdas,ORG,,1
telyufess,waldos brow,PER,,1
telyufess,adidas samba,PER,,1
telyufess,phantasy tour telkom indonesia,ORG,,1
telyufess,information,PER,,3
telyufess,interstellar,ORG,,1
telyufess,bdgtegal,LOC,,1
telyufess,war takjil,PER,,1
telyufess,faaza msu,PER,,1
telyufess,erleazar pandhita,PER,,1
telyufess,kampussukabirus,LOC,,1
telyufess,##pura,GPE,,1
telyufess,ziha makasih,PER,,1
telyufess,margahayu,GPE,,1
telyufess,samsek,PER,,4
telyufess,guyyss inpoo,PER,,1
telyufess,fauzan fauzan,PER,,1
telyufess,jok,PER,,1
telyufess,prof suyanto nitip,PER,,1
telyufess,clueless,PER,,2
telyufess,tobat,PER,,1
telyufess,information laundry,ORG,,1
telyufess,alfath,PER,Abusive_label,1
telyufess,jomblo jomblo,LOC,Abusive_label,1
telyufess,bunderan sukpur sukbir,LOC,,1
telyufess,jalan gang pejuang,LOC,,1
telyufess,bunderan bojongsantos,LOC,,1
telyufess,koos,PER,,1
telyufess,nail alright,PER,,1
telyufess,igracias,PER,,11
telyufess,fakultas yabukan fik hoak,ORG,,1
telyufess,odang,PER,,1
telyufess,telkomed,ORG,,2
telyufess,royal rumah sukpur,LOC,,1
telyufess,good lokking,LOC,,1
telyufess,gkpp,LOC,,1
telyufess,fakultas rekayasa industri jurusan s1 sistem informasi,ORG,,1
telyufess,anj1ngpuppy,PER,,2
telyufess,manchester united,ORG,,1
telyufess,fiknon fik sertifikat,PER,,1
telyufess,takjil,LOC,,1
telyufess,the moment center gate,LOC,,1
telyufess,camaba telu,LOC,,1
telyufess,adbis,PER,,2
telyufess,bunderan,LOC,,1
telyufess,bundaran telkom,LOC,,1
telyufess,semalem podom,LOC,,1
telyufess,genbi bank indonesia,ORG,,1
telyufess,chat waldos,PER,,1
telyufess,tunas jati,PER,,1
telyufess,wjib emoney,PER,,1
telyufess,diweb baa,LOC,,1
telyufess,surabaya,GPE,,3
telyufess,akun,PER,,1
telyufess,huft,ORG,,1
telyufess,bimbang,PER,,1
telyufess,kakakkakak,PER,,4
telyufess,dospem,PER,,1
telyufess,s1 ilmu komunikasi sks,ORG,,1
telyufess,tubes,PER,,1
telyufess,jaktim,GPE,,1
telyufess,sukapura,GPE,,2
telyufess,sukabirus,GPE,,1
telyufess,menuhin,PER,,1
telyufess,bank,ORG,,1
telyufess,bpp,PER,,3
telyufess,nugas tawa,PER,,1
telyufess,emoney,PER,,2
telyufess,war krs,PER,,1
telyufess,ku porosity,PER,,1
telyufess,honey salon daily,ORG,,1
telyufess,thankyou,PER,,3
telyufess,malang,GPE,,1
telyufess,jepang,GPE,,3
telyufess,istana bec,LOC,,1
telyufess,ojol,LOC,,1
telyufess,tmat tut,LOC,,1
telyufess,inter,ORG,,1
telyufess,ab,PER,,1
telyufess,lvin mandri,PER,,1
telyufess,bekasi,GPE,,1
telyufess,kjadian seram,ORG,,1
telyufess,gedung gedung nyatu,LOC,,1
telyufess,association sukbir sukpur,ORG,,1
telyufess,south park mexican,LOC,,1
telyufess,jahim,PER,,4
telyufess,pusat,ORG,,1
telyufess,auditorium gku lantai delapan,LOC,,1
telyufess,amin,PER,,3
telyufess,bp,ORG,,1
telyufess,bp bubat worth,ORG,,1
telyufess,microsoft,ORG,,1
telyufess,kampus bandung you,LOC,,1
telyufess,replynantiakudmya,PER,,1
telyufess,teknik,ORG,,1
telyufess,pulkam,PER,,3
telyufess,asrama gapapa,LOC,,1
telyufess,gusyy,PER,Abusive_label,1
telyufess,cafe,LOC,,1
telyufess,kiara,LOC,,1
telyufess,onitsuka tokuten,PER,,1
telyufess,store paskal,LOC,,1
telyufess,international business machines,ORG,,1
telyufess,scbd fas,LOC,,1
telyufess,abstract,ORG,,1
telyufess,gibah,PER,,1
telyufess,selfi,PER,,1
telyufess,female,ORG,,1
telyufess,sadly,PER,,1
telyufess,bubat bagus,LOC,,1
telyufess,gedung ro30206,LOC,,1
telyufess,dev,PER,,2
telyufess,yapper,PER,,1
telyufess,hope holds,PER,,2
telyufess,anu,PER,,1
telyufess,aslab,ORG,,5
telyufess,jembatan remake mitra minang,LOC,,1
telyufess,teknik industri,ORG,,2
telyufess,bubat,LOC,,2
telyufess,eprt,ORG,,1
telyufess,jiexpo gajadi,LOC,,1
telyufess,united parcel service,ORG,,1
telyufess,detik jahim,PER,,1
telyufess,sisfor akuntansi,ORG,,1
telyufess,afar,GPE,,1
telyufess,orif,PER,,1
telyufess,hi sadmbti18,PER,,1
telyufess,paralytic mahasswa universitas,ORG,,1
telyufess,universitas telkom,ORG,,1
telyufess,information vermak jeans,LOC,,1
telyufess,sukabirus,LOC,,1
telyufess,kampus arigatoo,LOC,,1
telyufess,animal liberation front,ORG,,1
telyufess,sukbir,PER,,3
telyufess,qris,PER,,1
telyufess,plss,PER,,1
telyufess,edurank,ORG,,1
telyufess,spill malming,PER,Abusive_label,1
telyufess,but,PER,,1
telyufess,gmaps,PER,,1
telyufess,nataru,PER,,1
telyufess,habib vani,PER,,2
telyufess,##ling son information and communication technology,ORG,,1
telyufess,binus telu,LOC,,1
telyufess,motionime,ORG,,1
telyufess,himabem,ORG,,1
telyufess,harih,PER,,1
telyufess,nalangin,PER,,2
telyufess,fa hisa,PER,Abusive_label,1
telyufess,malas nugas,PER,,1
telyufess,drakordrakor,PER,,1
telyufess,mam,PER,,1
telyufess,telu partnership,ORG,,1
telyufess,coworking space,LOC,,1
telyufess,clue,PER,,1
telyufess,information nasgor,LOC,,1
telyufess,fifi sukabirus,PER,,1
telyufess,kost raflesia,LOC,,1
telyufess,tbtb,LOC,,1
telyufess,kakakkakak wawi,PER,,1
telyufess,kota medan,GPE,,1
telyufess,hima,PER,,3
telyufess,samsek duitny,PER,,1
telyufess,tel,PER,,1
telyufess,jurusan teknik,ORG,,1
telyufess,hedon,PER,,1
telyufess,wawi,PER,,1
telyufess,telkom telkom,ORG,,1
telyufess,kumlot,PER,,1
telyufess,brother,PER,,1
telyufess,huft,PER,,1
telyufess,sg dratel,PER,,1
telyufess,sherin flaurensia,PER,,1
telyufess,behn meyer chemicals,PER,,1
telyufess,avail apart,LOC,,1
telyufess,vermak levis,PER,,1
telyufess,kriya tekstil,ORG,,1
telyufess,telmed,ORG,,1
telyufess,mochi gate tiga,LOC,,1
telyufess,hutan kali,LOC,,1
telyufess,collab,PER,,1
telyufess,mogilaa,PER,Abusive_label,1
telyufess,rapihin,PER,,1
telyufess,jatohi,PER,,1
telyufess,lia lac,PER,,1
telyufess,grabbike,LOC,,1
telyufess,nazmi,PER,,1
telyufess,gku,LOC,,2
telyufess,lingga,PER,,1
telyufess,lingian,PER,,1
telyufess,gedung ecstasy,LOC,,1
telyufess,ardhito pramono,PER,,1
telyufess,gays,PER,,2
telyufess,dimsam,PER,,1
telyufess,nugas,PER,,4
telyufess,diagramhaus,LOC,,1
telyufess,guis information,ORG,,1
telyufess,yogya,GPE,,2
telyufess,tbtb,ORG,,1
telyufess,jahim rame,PER,,1
telyufess,jl adhiyaksa,LOC,,1
telyufess,palem satu,LOC,,1
telyufess,hima stop it,ORG,,1
telyufess,bentar,PER,,1
telyufess,fik yaterimakasih,PER,,1
telyufess,eyeball eyeball,LOC,,1
telyufess,himadigitalpr,PER,"HS_Group_label, HS_Moderate_label, HS_Other_label, HS_label",1
telyufess,dzalim,PER,"HS_Group_label, HS_Moderate_label, HS_Other_label, HS_label",1
telyufess,basila,PER,,3
telyufess,you maba,PER,,1
telyufess,gra gra sring dijulidin,PER,,1
telyufess,you gasie,PER,,1
telyufess,toxic yasudah,PER,,1
telyufess,potokopian,LOC,,1
telyufess,teknik elektro,ORG,,2
telyufess,tekdus,ORG,,1
telyufess,ehehe,PER,,1
telyufess,society of jesus,ORG,,1
telyufess,allo,PER,,1
telyufess,uiux,ORG,,3
telyufess,salty,PER,,1
telyufess,kating ikom,PER,,1
telyufess,palembang,GPE,,1
telyufess,jual binder a5,LOC,,1
telyufess,dimsum narawi gate,LOC,,1
telyufess,semalem,GPE,,1
telyufess,maba fri,PER,,1
telyufess,klinik telkomedika,ORG,,1
telyufess,telkom,ORG,"Abusive_label, HS_Group_label, HS_Moderate_label, HS_Other_label, HS_label",1
telyufess,bandung bandung,GPE,"Abusive_label, HS_Group_label, HS_Moderate_label, HS_Other_label, HS_label",1
telyufess,gramedia bandung,ORG,,1
telyufess,sonny angel,PER,,1
telyufess,hugs and kisses,PER,,1
telyufess,kopo soreang,LOC,,1
telyufess,iri,PER,,1
telyufess,madani,PER,,1
telyufess,ikom,LOC,,1
telyufess,pekanbaru,GPE,,1
telyufess,nelfon,PER,,1
telyufess,nelfonn,PER,,1
telyufess,yeah,PER,,1
telyufess,igracias akt,PER,,1
telyufess,cowok ikom,PER,,1
telyufess,selempang cumlaude,LOC,,1
telyufess,cafe cozy mitaym,LOC,,1
telyufess,gaiss spill dongn,PER,,1
telyufess,ygy thenkyu,PER,,1
telyufess,mobile,ORG,,1
telyufess,indonesia,GPE,"Abusive_label, HS_Individual_label, HS_Other_label, HS_Weak_label, HS_label",1
telyufess,sport center,LOC,,1
telyufess,gusyy,PER,,6
telyufess,telkomedika,ORG,,4
telyufess,##ong samsek,PER,,1
telyufess,malmingan,LOC,,1
telyufess,pasar senen,LOC,,1
telyufess,pasar ondeonde,LOC,,1
telyufess,kpopwibu,PER,,1
telyufess,kpopngewibu,PER,,1
telyufess,malinguys,PER,Abusive_label,1
telyufess,danau gku,LOC,,1
telyufess,mushola saung,LOC,,1
telyufess,m0ny3t,PER,Abusive_label,1
telyufess,fte,LOC,,1
telyufess,hei,PER,,1
telyufess,fik,PER,,4
telyufess,lt3 lt3 lt3,LOC,,1
telyufess,deliv dimsum,PER,,1
telyufess,d3 digital marketing,ORG,,1
telyufess,d3,ORG,,1
telyufess,middle finger,PER,,1
telyufess,ilkom maba,PER,,1
telyufess,lobby fks,LOC,,1
telyufess,dalem lobby,LOC,,1
telyufess,sr,PER,,1
telyufess,alpro,PER,,1
telyufess,gedung good lokking,LOC,,1
telyufess,mushollah lantai tiga,LOC,,1
telyufess,nail alright,LOC,,1
telyufess,indonesia,GPE,"HS_Group_label, HS_Moderate_label",1
telyufess,fisdas,PER,,1
telyufess,yodah,PER,,1
telyufess,olshop tokped shopee,ORG,,1
telyufess,telkom medika,ORG,,6
telyufess,sad,PER,,1
telyufess,pasar kaget podomoro,LOC,,1
telyufess,indomaret,LOC,,1
telyufess,mab,PER,,2
telyufess,koas,PER,,1
telyufess,mocca,PER,,1
telyufess,telkommedika,ORG,,1
telyufess,kost adhyaksa,LOC,,1
telyufess,travel bekasi,ORG,,1
telyufess,satan,PER,,1
telyufess,smaa,PER,,1
telyufess,ghosting,PER,,1
telyufess,vidcall,PER,,1
telyufess,bri,ORG,,1
telyufess,borma,PER,,1
telyufess,waldos,PER,,1
telyufess,aula good lokking lantai lima,LOC,,1
telyufess,pilates,LOC,,1
telyufess,kosta,GPE,,2
telyufess,telyuu,LOC,,1
telyufess,information pantau lad,ORG,,1
telyufess,sapphic,PER,,1
telyufess,afa,PER,,1
telyufess,spill,PER,,1
telyufess,ojol zon,LOC,,1
telyufess,blanked sukpur,LOC,,1
telyufess,fales,PER,,1
telyufess,bagus,PER,,1
telyufess,mb,PER,,1
telyufess,fks ikom,ORG,,1
telyufess,jakut,GPE,,1
telyufess,transum,LOC,,1
telyufess,alun alun,LOC,Abusive_label,1
telyufess,flatulence,ORG,Abusive_label,1
telyufess,etdah,PER,Abusive_label,1
telyufess,darling son,LOC,,2
telyufess,comfie,PER,,1
telyufess,nailart studio,LOC,,1
telyufess,sumatera barat,GPE,,1
telyufess,telkom,LOC,"HS_Group_label, HS_Moderate_label, HS_Other_label, HS_label",1
telyufess,planet bojongsoang,LOC,,1
telyufess,kostan,GPE,,1
telyufess,ti,PER,,1
telyufess,penny w,PER,Abusive_label,1
telyufess,basila doswal,PER,,1
telyufess,tj mart,PER,,1
telyufess,tabipad,PER,,1
telyufess,tult,LOC,,1
telyufess,telu choir,ORG,,2
telyufess,india,GPE,,1
telyufess,maba,PER,,5
telyufess,grup celoe,ORG,,1
telyufess,sisfor,ORG,,1
telyufess,kosan,PER,,1
telyufess,ukm marijuana,ORG,,1
telyufess,bojongsoang,GPE,,2
telyufess,gacor,PER,Abusive_label,1
telyufess,adbis,ORG,,1
telyufess,fkb,ORG,,1
telyufess,rawon,LOC,,1
telyufess,senggol etdah,LOC,,1
telyufess,gedung bandung,LOC,,1
telyufess,british broadcasting corporation,ORG,,1
telyufess,kpopersnctzen,PER,,1
telyufess,yuk,PER,,1
telyufess,dimsum seribu,LOC,,1
telyufess,sukpur,LOC,,1
telyufess,aiesec,ORG,,5
telyufess,transmart,ORG,,1
telyufess,hisana kentang rege rege gate tiga,LOC,Abusive_label,1
telyufess,sukbir rektorat gku,LOC,,1
telyufess,parkiran gku,LOC,,1
telyufess,jampt cargo,LOC,,1
telyufess,nazmit nazmit,PER,,1
telyufess,lkkd,ORG,,1
telyufess,igracias,ORG,,3
telyufess,frenn,PER,,1
telyufess,y0gya,PER,,1
telyufess,paralytic maba,LOC,,1
telyufess,igracias,PER,"HS_Group_label, HS_Moderate_label, HS_Other_label, HS_label",1
telyufess,##itunggu,GPE,,1
telyufess,rawan etilang bandung,LOC,,1
telyufess,asrama you,LOC,,1
telyufess,teknik sistem energi,ORG,,1
telyufess,if,ORG,,1
telyufess,asprak,ORG,,1
telyufess,ipad,PER,,1
telyufess,samsek gaakan,PER,,1
telyufess,ovt,PER,,1
telyufess,inggris,GPE,,1
telyufess,dimsum dimsum,PER,,1
telyufess,bunir kosan danau,LOC,,1
telyufess,world wide web igracias,LOC,,1
telyufess,kakak,PER,,2
telyufess,dimsum,ORG,,1
telyufess,fte tult,LOC,,1
telyufess,bpa,ORG,,1
telyufess,spill cafe kucing,LOC,,1
telyufess,tult you,LOC,,1
telyufess,eyelash rapii,LOC,,1
telyufess,iosbc,ORG,,2
telyufess,mala,PER,,3
telyufess,##m igracias,PER,,1
telyufess,kolam renang buah batu,LOC,,1
telyufess,worthit,PER,,1
telyufess,paralytic mapres,ORG,,1
telyufess,roboflow,PER,,1
telyufess,tum,PER,,1
telyufess,sump,PER,Abusive_label,1
telyufess,maba cwk,PER,,1
telyufess,ukm aksara jurnalistik,ORG,,1
telyufess,krs,PER,,1
telyufess,telu,PER,,1
telyufess,hermina arca,PER,,1
telyufess,bosslaundry,LOC,,1
telyufess,lu,PER,,1
telyufess,if,PER,,1
telyufess,##ukm,ORG,,1
telyufess,barudak,GPE,,1
telyufess,maba hey you,PER,,1
telyufess,drtdi,PER,,1
telyufess,aga,PER,,1
telyufess,warteg sari rasa depan,LOC,,1
telyufess,wartegwarkop,LOC,,1
telyufess,adhyaksa,LOC,,1
telyufess,kantin mulya rasa,LOC,,1
telyufess,ukm you,ORG,,1
telyufess,kuromi,PER,,1
telyufess,ambu,PER,,1
telyufess,gamon,PER,,1
telyufess,mastiin,PER,,1
telyufess,kampus headband,LOC,,1
telyufess,prodi sistem informasi kota cerdas,ORG,,1
telyufess,grup maba,ORG,,1
telyufess,hakkata ikousha,PER,,1
telyufess,mintoll,PER,,1
telyufess,bandar slot gacor terpercaya,LOC,,1
telyufess,fri,PER,,2
telyufess,jurusan fte,ORG,,1
telyufess,bapak odang,PER,,1
telyufess,bojongsoang,GPE,Abusive_label,1
telyufess,ukm dance gasii,ORG,,1
telyufess,sisfo,PER,,3
telyufess,nanyaa,PER,,1
telyufess,sistem informasi akuntansi,ORG,,1
telyufess,hisana,LOC,,1
telyufess,telkom,ORG,"HS_Group_label, HS_Moderate_label, HS_Other_label, HS_label",1
telyufess,igracias sofi,PER,,1
telyufess,indosat,ORG,,1
telyufess,ige,PER,,1
telyufess,ugm,ORG,,1
telyufess,novice no,PER,,1
telyufess,novice,PER,,1
telyufess,inter organisasi,ORG,,1
telyufess,bem,PER,,1
telyufess,padalarangbojongsoang worth,LOC,,1
telyufess,samudera diemdiem,LOC,,1
telyufess,maba sisfor,PER,,1
