university,entity,role,labels,count
sunib_fess,indonesia,GPE,"Abusive_label, HS_Group_label, HS_Moderate_label, HS_Race_label, HS_label",1
sunib_fess,tiongkok,GPE,"Abusive_label, HS_Group_label, HS_Moderate_label, HS_Race_label, HS_label",1
sunib_fess,bin,PER,,3
sunib_fess,socs,PER,,1
sunib_fess,world wide web binus,LOC,,1
sunib_fess,kating,PER,,4
sunib_fess,korea,GPE,,3
sunib_fess,tomoro,PER,,1
sunib_fess,perctan,PER,,1
sunib_fess,nicfarandi,PER,,1
sunib_fess,binus alsut ingfo,PER,,1
sunib_fess,bsd bintaro,LOC,,1
sunib_fess,daddy,PER,,2
sunib_fess,daddy mengrooar,PER,,1
sunib_fess,philcomm,PER,,1
sunib_fess,##us alsut,PER,,1
sunib_fess,ipk,PER,,1
sunib_fess,msl,PER,,1
sunib_fess,yadan,PER,,1
sunib_fess,b26,ORG,,1
sunib_fess,its,ORG,,1
sunib_fess,ive,PER,,1
sunib_fess,kane,PER,,1
sunib_fess,kost coliving,PER,,1
sunib_fess,averio worth,PER,,1
sunib_fess,jancok,PER,Abusive_label,1
sunib_fess,dkv b28,ORG,,1
sunib_fess,luring,PER,,1
sunib_fess,silkwood,LOC,,1
sunib_fess,business law b27,ORG,,1
sunib_fess,lany,PER,,2
sunib_fess,frank ocean,PER,,1
sunib_fess,freqeuncy modulation,ORG,,2
sunib_fess,rindu nia,PER,,1
sunib_fess,makassar,GPE,,2
sunib_fess,tallasa city,LOC,,2
sunib_fess,fico b25,PER,,2
sunib_fess,wife wife,PER,,1
sunib_fess,her much,PER,,1
sunib_fess,her,PER,,1
sunib_fess,neksus,PER,,1
sunib_fess,bekasi kemanggisan anggrek syahdan kijang,LOC,,1
sunib_fess,telegrahic,ORG,HS_Group_label,1
sunib_fess,it,ORG,,1
sunib_fess,lkc,ORG,,1
sunib_fess,beehub,ORG,,1
sunib_fess,alsut,LOC,,2
sunib_fess,binus anggrek,LOC,,2
sunib_fess,bombay,GPE,,1
sunib_fess,roblox,PER,,1
sunib_fess,burn,PER,,1
sunib_fess,helep,PER,,1
sunib_fess,alsut,PER,,1
sunib_fess,cavis himti,PER,,1
sunib_fess,filler guysnormal,PER,,1
sunib_fess,desain,ORG,,1
sunib_fess,international business machines global,ORG,,1
sunib_fess,icpc,ORG,,1
sunib_fess,binus,LOC,,4
sunib_fess,creative space,ORG,,1
sunib_fess,bekasi mall pakuwon bekasi,LOC,,1
sunib_fess,kakakkakak management,ORG,,1
sunib_fess,binus syahdan,PER,,2
sunib_fess,b27 international business machines,ORG,,1
sunib_fess,mofusand,PER,,1
sunib_fess,gapapa,LOC,,1
sunib_fess,lamar,PER,,1
sunib_fess,meta,PER,,1
sunib_fess,conserve scholastic assessment,ORG,,1
sunib_fess,beelinguanya blackscreen,LOC,,1
sunib_fess,beelingua center,LOC,,1
sunib_fess,ril,PER,,1
sunib_fess,rill,PER,,1
sunib_fess,binus syahdan,PER,"HS_Group_label, HS_Moderate_label, HS_Religion_label, HS_label",1
sunib_fess,gerbang alsut information,LOC,,1
sunib_fess,copy center binus alsut,LOC,,1
sunib_fess,hii,ORG,,1
sunib_fess,mcdonald ' s,ORG,,1
sunib_fess,bncc,ORG,,2
sunib_fess,ecertificate,ORG,,1
sunib_fess,binusian,ORG,,1
sunib_fess,binus supportstudent advisory,ORG,,1
sunib_fess,bitlyucau,PER,,1
sunib_fess,region kemanggisan,GPE,,1
sunib_fess,sasc,PER,,1
sunib_fess,yathank,PER,,1
sunib_fess,songong,PER,"Abusive_label, HS_Individual_label, HS_Other_label, HS_Weak_label, HS_label",1
sunib_fess,indonesia,GPE,"HS_Group_label, HS_Moderate_label, HS_label",2
sunib_fess,jepang,GPE,"HS_Group_label, HS_Moderate_label, HS_label",1
sunib_fess,boy,PER,,2
sunib_fess,arab,GPE,,1
sunib_fess,rindu detta bima,PER,,1
sunib_fess,aslabnyaa,PER,,1
sunib_fess,igtiarrasyid,PER,,1
sunib_fess,gerbi,LOC,,1
sunib_fess,wall climb ngalang,LOC,,1
sunib_fess,lobby alsut,LOC,,1
sunib_fess,michella ham,PER,,1
sunib_fess,samuel christ,PER,,1
sunib_fess,british broadcasting corporation,ORG,,1
sunib_fess,binus sutera,LOC,,1
sunib_fess,under the skin b28,LOC,,1
sunib_fess,golda,PER,,2
sunib_fess,curriculum vitae,ORG,,1
sunib_fess,comserv,ORG,,1
sunib_fess,be back soon alsut,PER,,1
sunib_fess,zaya,PER,Abusive_label,1
sunib_fess,himme,PER,Abusive_label,1
sunib_fess,bloomm,PER,Abusive_label,1
sunib_fess,nail alright,PER,,1
sunib_fess,palestina,GPE,,1
sunib_fess,pompom,LOC,,1
sunib_fess,yhh kleann,PER,,1
sunib_fess,##ny,PER,,3
sunib_fess,major league gaming,ORG,,1
sunib_fess,nanyaa,PER,,1
sunib_fess,b24,PER,,1
sunib_fess,bsd,GPE,,1
sunib_fess,stamanara,PER,,5
sunib_fess,kampus anggrek kemanggisan,LOC,,1
sunib_fess,harry potter,PER,Abusive_label,1
sunib_fess,you thankyou,PER,,1
sunib_fess,cybersecurity consultant auditorcompliance big4,ORG,,1
sunib_fess,ralvio anak binus,PER,,1
sunib_fess,lawson,LOC,,1
sunib_fess,himsis andor aslab,ORG,,1
sunib_fess,singapore,GPE,,1
sunib_fess,any olivia rodrigo,PER,,1
sunib_fess,state of alert b28,ORG,,1
sunib_fess,rizz,PER,,1
sunib_fess,compscie trusted,ORG,,1
sunib_fess,##us dwdg,PER,,1
sunib_fess,global community blending education consulting,ORG,,1
sunib_fess,kating management,ORG,,1
sunib_fess,maa b26,PER,Abusive_label,1
sunib_fess,gajadi,PER,,1
sunib_fess,ralvio b24,PER,"Abusive_label, HS_Group_label, HS_Moderate_label, HS_Other_label, HS_label",1
sunib_fess,brandon lukito,PER,"Abusive_label, HS_Individual_label, HS_Other_label, HS_Weak_label, HS_label",1
sunib_fess,nayla,PER,,1
sunib_fess,subang,GPE,,1
sunib_fess,reynard,PER,,1
sunib_fess,lantai tiga,LOC,,1
sunib_fess,kadek presreg,PER,,1
sunib_fess,gslcgiat,ORG,,1
sunib_fess,kemang,GPE,,1
sunib_fess,apart pacific garden,LOC,,1
sunib_fess,ignya,PER,,1
sunib_fess,aslab aslab,ORG,,1
sunib_fess,tangerang,GPE,,2
sunib_fess,##intelligent system data analytics,ORG,,1
sunib_fess,himsisfo,ORG,,2
sunib_fess,beelinguanya,PER,,3
sunib_fess,borrow close,PER,,2
sunib_fess,peace,PER,,1
sunib_fess,csse bekasi,ORG,,1
sunib_fess,coming soon binus,LOC,,1
sunib_fess,hellomau,PER,,1
sunib_fess,stephanie surja,PER,,1
sunib_fess,beat street,LOC,,1
sunib_fess,lobby ruhai,LOC,,1
sunib_fess,binus cigarette,LOC,,2
sunib_fess,terimakasi,PER,,1
sunib_fess,kostdorm,PER,,1
sunib_fess,you gaiss,PER,,1
sunib_fess,the internet technician,ORG,,1
sunib_fess,manchester united,ORG,,3
sunib_fess,sofa beehub,PER,,1
sunib_fess,agil,PER,,1
sunib_fess,broadway flavor bliss,LOC,,1
sunib_fess,bernadya binus,PER,,1
sunib_fess,yusuufr,PER,,1
sunib_fess,newmed,ORG,,1
sunib_fess,yaplease,PER,,1
sunib_fess,rlly,PER,,1
sunib_fess,mee,PER,,1
sunib_fess,marcomm,PER,,5
sunib_fess,dkv newmed,ORG,,1
sunib_fess,lantai dua,LOC,,1
sunib_fess,kampus you anggrek syahdan kijang,LOC,,1
sunib_fess,society of jesus represent,ORG,,1
sunib_fess,dkv ca,ORG,,1
sunib_fess,himsifo,PER,,1
sunib_fess,lasst cyberathlete amateur league,ORG,,1
sunib_fess,welpar himsisfo,ORG,,1
sunib_fess,arsi,PER,,2
sunib_fess,hyy,PER,,1
sunib_fess,kazuha,PER,,1
sunib_fess,something palmerah,LOC,,1
sunib_fess,jaklingo,LOC,,1
sunib_fess,cindo,PER,,1
sunib_fess,touhou,PER,,1
sunib_fess,caring person chindo,LOC,,1
sunib_fess,cibubur,GPE,,2
sunib_fess,kota wisata,GPE,,1
sunib_fess,himhi,PER,,1
sunib_fess,malang,GPE,,1
sunib_fess,arsi dkv interior,ORG,,1
sunib_fess,reply,PER,,1
sunib_fess,##y,PER,,1
sunib_fess,discord grup,ORG,,1
sunib_fess,grup information farming scholastic assessment test comserv,ORG,,1
sunib_fess,ruang c202 kijang,LOC,,1
sunib_fess,aslab slc,ORG,,1
sunib_fess,unama,ORG,,1
sunib_fess,universitas teknologi malay,ORG,,1
sunib_fess,halooyang,PER,,1
sunib_fess,sso binus sutera,PER,,1
sunib_fess,pmi bethsaida hospital,ORG,,1
sunib_fess,nyia airport,LOC,,1
sunib_fess,abayn,PER,,1
sunib_fess,bimay,PER,Abusive_label,1
sunib_fess,bstress,PER,,1
sunib_fess,taman ismail marzuki,LOC,,1
sunib_fess,himmcomm,ORG,,1
sunib_fess,bslc,ORG,,2
sunib_fess,alsut,GPE,,2
sunib_fess,hooman binusiawn,PER,,1
sunib_fess,mall 1binus paskal23bandung mall,LOC,,1
sunib_fess,plaza indonesia grand indonesia pacific place,LOC,,1
sunib_fess,##ht apartemen paddington heights alam sutera,LOC,,1
sunib_fess,ibuprofen,PER,,3
sunib_fess,himme you,PER,,1
sunib_fess,bernadya,PER,,1
sunib_fess,binusian bernadya,PER,,1
sunib_fess,binus daring,PER,,1
sunib_fess,minor culinary,PER,,1
sunib_fess,kendari,GPE,,1
sunib_fess,ef adults,PER,,1
sunib_fess,ukm data science club,ORG,,1
sunib_fess,bin,PER,Abusive_label,1
sunib_fess,##a,PER,,1
sunib_fess,phantasy tour astra internasional tbk,ORG,,1
sunib_fess,gamasuk matkul,PER,,1
sunib_fess,ahahahah,PER,,1
sunib_fess,ferrari,ORG,,1
sunib_fess,charles carlos wins,PER,,1
sunib_fess,spill sosmed,PER,,1
sunib_fess,welparwelmem,LOC,,1
sunib_fess,operation management,ORG,,1
sunib_fess,kantin alsut,LOC,,1
sunib_fess,indonesia,GPE,"HS_Group_label, HS_Moderate_label, HS_Religion_label, HS_label",1
sunib_fess,binus alsut,PER,"HS_Group_label, HS_Moderate_label, HS_Religion_label, HS_label",1
sunib_fess,broo,PER,,1
sunib_fess,ambim modular,PER,,1
sunib_fess,lsc safe sane consensual,ORG,,1
sunib_fess,motoe syahdan slain lawson,LOC,,1
sunib_fess,kantin basement anggrek,LOC,,1
sunib_fess,igtwit,PER,,1
sunib_fess,loby alsut,LOC,,1
sunib_fess,hokben binus anggrek lantai lima,LOC,,1
sunib_fess,ruang no offence,LOC,,1
sunib_fess,hey hi kakakkakak,PER,,1
sunib_fess,kampus alsut,LOC,,4
sunib_fess,beelingua corner,LOC,,1
sunib_fess,kampus syahdan,LOC,,1
sunib_fess,sisfo,PER,,1
sunib_fess,maba,PER,,1
sunib_fess,compsci,ORG,,4
sunib_fess,##uu indoor outdoor isoke,LOC,,1
sunib_fess,maba sisfor,PER,,1
sunib_fess,compsci matkul research method scopus,ORG,,1
sunib_fess,world wide web bluejacklab,LOC,,1
sunib_fess,bpre,ORG,,1
sunib_fess,welpar tfisc,PER,,1
sunib_fess,binus kemanggisan,GPE,,1
sunib_fess,hellaurr,LOC,,1
sunib_fess,papasan,PER,,1
sunib_fess,rayhan kampuss,PER,,1
sunib_fess,thailand,GPE,,1
sunib_fess,b28 kemanggisan,LOC,,1
sunib_fess,ray,PER,,1
sunib_fess,yanot,PER,,1
sunib_fess,oiya zoom,PER,,1
sunib_fess,daritadi,PER,,1
sunib_fess,apple developer,ORG,,1
sunib_fess,fudtek,PER,Abusive_label,1
sunib_fess,kakak tfisc,PER,,1
sunib_fess,pohon situation,LOC,,1
sunib_fess,linkedin,PER,,1
sunib_fess,chelsea,ORG,,1
sunib_fess,binus kijang,LOC,,1
sunib_fess,you beelingua,PER,,1
sunib_fess,fiqih firdaus,PER,,1
sunib_fess,kelapa gading,LOC,,1
sunib_fess,rayhan,PER,,1
sunib_fess,basement 7th floor,LOC,,1
sunib_fess,international business machines b28,ORG,,1
sunib_fess,basement binus,LOC,,1
sunib_fess,anggrek,LOC,,1
sunib_fess,bvoice,ORG,,1
sunib_fess,raphael struick,PER,,1
sunib_fess,fens,PER,,1
sunib_fess,abyan usn,PER,,1
sunib_fess,springwood residence,LOC,,1
sunib_fess,warlong,LOC,"HS_Group_label, HS_Other_label, HS_label",1
sunib_fess,sunib,ORG,,1
sunib_fess,jaklingko,GPE,,1
sunib_fess,hii binusiann,PER,Abusive_label,1
sunib_fess,fs,PER,,1
sunib_fess,eese,PER,,1
sunib_fess,flazz amusing,PER,,1
sunib_fess,mandala tiga taro,LOC,,1
sunib_fess,railing tangga you,LOC,,1
sunib_fess,lantai lima,LOC,,1
sunib_fess,binus alsut mall alsut,LOC,,1
sunib_fess,esse,PER,,1
sunib_fess,mash aman,PER,,1
sunib_fess,ocvp program athira,ORG,,1
sunib_fess,ocvp,ORG,,1
sunib_fess,wo,PER,,1
sunib_fess,dkv binuss,ORG,,1
sunib_fess,inau,PER,,7
sunib_fess,mandarin,GPE,,1
sunib_fess,binus anggrek mobil,LOC,,1
sunib_fess,yatuhann,PER,,1
sunib_fess,datasci,ORG,,1
sunib_fess,ukm band,ORG,,1
sunib_fess,regular bandung,LOC,,1
sunib_fess,poco huawei matte,LOC,,1
sunib_fess,ran,ORG,,1
sunib_fess,stamanara,PER,Abusive_label,1
sunib_fess,alam sutera campus,LOC,,2
sunib_fess,gedung mall tengki,LOC,,1
sunib_fess,inau siangsore,LOC,,1
sunib_fess,fake laugh alsut,PER,Abusive_label,1
sunib_fess,fake laugh,PER,Abusive_label,2
sunib_fess,miskom,PER,,1
sunib_fess,jurusan siatem informasi,ORG,,1
sunib_fess,btvc kemanggisan,LOC,,1
sunib_fess,bpreneur,PER,,1
sunib_fess,rawa buntu,LOC,,2
sunib_fess,auto,ORG,,1
sunib_fess,opick aldi taher,PER,,1
sunib_fess,levronka,PER,,1
sunib_fess,juicy luicy,PER,,1
sunib_fess,chat zahra,LOC,,1
sunib_fess,inauflfypl,PER,,1
sunib_fess,inau alsut,PER,,1
sunib_fess,kampus kijang,LOC,,1
sunib_fess,you pendiem,PER,,1
sunib_fess,world wide web,LOC,,1
sunib_fess,jalan raya jatiwaringin bekasi,LOC,,1
sunib_fess,al,PER,,1
sunib_fess,astaga,PER,,1
sunib_fess,bvoice benar,PER,,1
sunib_fess,kakak nippon club,ORG,,1
sunib_fess,forum glsc,ORG,,1
sunib_fess,shlvy marcomm,PER,,1
sunib_fess,maya,PER,,1
sunib_fess,raphaelnama,PER,,1
sunib_fess,aiesec,ORG,,2
sunib_fess,trunkshow,LOC,,1
sunib_fess,himme,PER,,1
sunib_fess,bvoice himslaw,PER,,1
sunib_fess,tfisc,ORG,,1
sunib_fess,himmcomm,PER,,1
sunib_fess,wdygt,PER,,1
sunib_fess,jujur,PER,,1
sunib_fess,cp himdkv,ORG,,1
sunib_fess,gor alsut,LOC,,1
sunib_fess,kost city house,LOC,,1
sunib_fess,dbn,ORG,,1
sunib_fess,ukm aikido,ORG,,1
sunib_fess,ahay gilss,PER,,1
sunib_fess,ungu,ORG,,1
sunib_fess,lanyard,LOC,,1
sunib_fess,inggris,GPE,"HS_Group_label, HS_Moderate_label, HS_Other_label, HS_label",1
sunib_fess,binus bekasi,LOC,,1
sunib_fess,iisma,PER,,1
sunib_fess,twibbon,LOC,,1
sunib_fess,binusiann,PER,,1
sunib_fess,blu,PER,,1
sunib_fess,mandala,PER,,1
sunib_fess,digital design production,ORG,,1
sunib_fess,sac binus,PER,,1
sunib_fess,marcom,PER,,1
sunib_fess,mulyono,PER,,2
sunib_fess,jokowi,PER,"HS_Individual_label, HS_Other_label, HS_Weak_label, HS_label",1
sunib_fess,bimay ygy,PER,,1
sunib_fess,sight kosan,LOC,,1
sunib_fess,organisasi anak bisnis manajemen you,ORG,,1
sunib_fess,adakah,PER,,1
sunib_fess,b29,PER,,1
sunib_fess,starbucks tomoro coffee tomoro,ORG,,1
sunib_fess,syahdan,PER,"HS_Individual_label, HS_Other_label, HS_Weak_label, HS_label",1
sunib_fess,kakaa,PER,,1
sunib_fess,b27,PER,,2
sunib_fess,fs you,ORG,,1
sunib_fess,##v,ORG,,1
sunib_fess,parno,PER,,1
sunib_fess,sosmed,ORG,,1
sunib_fess,binusmaya no,LOC,,1
sunib_fess,apple developer academy,ORG,,1
sunib_fess,surabaya,GPE,,1
sunib_fess,s1 binus reguler jakarta,ORG,,1
sunib_fess,binus daring,ORG,,1
sunib_fess,soremalam,PER,,1
sunib_fess,maba binus,PER,,1
sunib_fess,komunitas binus,ORG,,1
sunib_fess,yura yunita,PER,,1
sunib_fess,aman,PER,,1
sunib_fess,bruno mars,PER,,1
sunib_fess,kmg,ORG,,1
sunib_fess,sight apart,LOC,,1
sunib_fess,tulusnadin,PER,,1
sunib_fess,jurusan dkv binus,ORG,,1
sunib_fess,kakak information systems,ORG,,1
sunib_fess,yug yug,PER,,1
sunib_fess,##ea selatan,GPE,,1
sunib_fess,tokyo,GPE,,1
sunib_fess,korea selatan,GPE,,1
sunib_fess,##nt knoe,PER,Abusive_label,1
sunib_fess,papa dalii,PER,,1
sunib_fess,produser,PER,,1
sunib_fess,##sutradara,PER,,1
sunib_fess,camaba binus alsut,PER,,1
sunib_fess,aceh,GPE,,1
sunib_fess,edward,PER,,1
sunib_fess,holder crypto,PER,,1
sunib_fess,darling son,PER,,1
sunib_fess,general motors binusian,ORG,,1
ug_fess,gaiss,PER,,9
ug_fess,##profen sukestiningsih aman,PER,,1
ug_fess,bapak perli iswanto,PER,,1
ug_fess,kampus ecstasy,LOC,,11
ug_fess,you,PER,,9
ug_fess,ilab,PER,,1
ug_fess,margonda,LOC,,2
ug_fess,pocin,LOC,,1
ug_fess,zoro,PER,,1
ug_fess,wfo,PER,,1
ug_fess,region depok,GPE,,1
ug_fess,singgih jatmiko,PER,,2
ug_fess,sosial masyarakat bem fti universitas gunadarma,ORG,,1
ug_fess,satria parivartana satria,PER,,1
ug_fess,fti,ORG,,2
ug_fess,garden koffie lantai ugly depok town cig,LOC,,1
ug_fess,kating,PER,,7
ug_fess,syamsi ruhama,PER,,1
ug_fess,linkedin,LOC,,1
ug_fess,pipipip,PER,,1
ug_fess,bapak sudarsono,PER,,2
ug_fess,bolehh,PER,,1
ug_fess,gusyy,PER,,5
ug_fess,yoww,PER,,1
ug_fess,ilkom karawaci,PER,,1
ug_fess,kampus ed,LOC,,1
ug_fess,dki,GPE,,6
ug_fess,kakak,PER,,1
ug_fess,yaterima,PER,,1
ug_fess,depok,GPE,,12
ug_fess,mat,PER,,2
ug_fess,alpa kiss,LOC,,1
ug_fess,walid,PER,,2
ug_fess,kelapa dua margonda you,LOC,,1
ug_fess,blanko,PER,,1
ug_fess,hesitation,PER,,9
ug_fess,hug,LOC,,1
ug_fess,##sid,PER,,1
ug_fess,salty,PER,,2
ug_fess,maaci,PER,,1
ug_fess,tmnan roblos,LOC,,1
ug_fess,gedung ecstasy,LOC,,3
ug_fess,hiada,PER,,1
ug_fess,karawaci,GPE,,9
ug_fess,curriculum vitae,ORG,,1
ug_fess,hello,PER,,3
ug_fess,nicky handayani,PER,,1
ug_fess,gunadarma esp,PER,,1
ug_fess,diana rohayati,PER,,2
ug_fess,maria chrisnatalia,PER,,2
ug_fess,kampus j1,LOC,,2
ug_fess,gundar,PER,,14
ug_fess,krs,PER,,3
ug_fess,jjr,PER,,1
ug_fess,klyn,PER,,1
ug_fess,hyy,PER,,1
ug_fess,depokcawang sentral,LOC,,1
ug_fess,timaacyy,PER,,1
ug_fess,cp,PER,,1
ug_fess,you thankyou,PER,,1
ug_fess,gedung hug,LOC,,2
ug_fess,kakakkakak,PER,,2
ug_fess,mabar roblox,LOC,Abusive_label,1
ug_fess,dead railsdoorsmurder mystery,LOC,Abusive_label,1
ug_fess,krsan,LOC,,1
ug_fess,john,PER,,2
ug_fess,matkul,PER,,3
ug_fess,uas,ORG,,1
ug_fess,oomfs,PER,,1
ug_fess,kiss yapped lot,PER,,1
ug_fess,studentsite,LOC,,2
ug_fess,ibuprofen puti anggraeni rosmasuri,PER,,1
ug_fess,al,PER,,2
ug_fess,hey hi maba,PER,,2
ug_fess,jakarta,GPE,,1
ug_fess,spoti prem family,ORG,,1
ug_fess,sri setya handayani,PER,,1
ug_fess,dismay gunadarma,PER,,1
ug_fess,inggris,GPE,,1
ug_fess,fakuktas psikologi,ORG,,1
ug_fess,gedung ecstasy depok,LOC,,1
ug_fess,parkiran ecstasy,LOC,,1
ug_fess,##ya,PER,,2
ug_fess,joki hesitation,PER,,1
ug_fess,npm,PER,,1
ug_fess,fair enough,PER,,1
ug_fess,spotify family,LOC,,1
ug_fess,kampus lantai tiga,LOC,,1
ug_fess,putri dkt,PER,,1
ug_fess,dwight george nayoan,PER,,1
ug_fess,psikologi matkul statistika,ORG,,1
ug_fess,perpus kampus hug gabole,LOC,,1
ug_fess,jlk,LOC,"HS_Group_label, HS_Moderate_label, HS_Other_label, HS_label",1
ug_fess,kampus hug terimakasi,LOC,,1
ug_fess,##jin quiz,PER,,1
ug_fess,teaching digital citi,ORG,,1
ug_fess,ovt,PER,,1
ug_fess,##profen dospem ega hegarini skom,PER,,1
ug_fess,ibuprofen anggraeni ridwan skom mmsi,PER,,1
ug_fess,testimoni,PER,,1
ug_fess,bapak lucky hardinugraha,PER,,1
ug_fess,bank dki,ORG,,15
ug_fess,gaizz,PER,,2
ug_fess,bapak nurichwan,PER,,2
ug_fess,bapak mulyadi,PER,,1
ug_fess,menfeess,PER,,1
ug_fess,ccancil rustan,PER,,1
ug_fess,toilet kampus ecstasy,LOC,,1
ug_fess,tri budiarta,PER,,1
ug_fess,digital citizenship grup teaching,ORG,,1
ug_fess,doni fernando,PER,,1
ug_fess,dyan prawita sari,PER,,1
ug_fess,diana ikasari,PER,,2
ug_fess,hi,PER,,2
ug_fess,fikom smt4,ORG,,1
ug_fess,ibuprofen tuti,PER,,1
ug_fess,sri rahmawati,PER,,1
ug_fess,dosendosen,PER,,1
ug_fess,kampus ecstasy musola,LOC,,1
ug_fess,guna,GPE,,1
ug_fess,bapak daniel damaris,PER,,1
ug_fess,zoom,PER,,1
ug_fess,maria regita,PER,,1
ug_fess,fitriati firdaus,PER,,1
ug_fess,siroyo,PER,,1
ug_fess,fikom grup teaching,ORG,,1
ug_fess,fani yulia rosyada,PER,,1
ug_fess,dosendosen,ORG,,1
ug_fess,psikologi,ORG,,2
ug_fess,samsek,PER,,1
ug_fess,diyati himawati,PER,,1
ug_fess,bomleh tolonk riview,PER,,1
ug_fess,kingdom hearts maaci,ORG,,1
ug_fess,arsiwela,PER,,1
ug_fess,kampus ecstasy gedung,LOC,,1
ug_fess,##g riview,PER,,1
ug_fess,bapak harjanto sutedjo,PER,,1
ug_fess,boredom,PER,,1
ug_fess,thankyou,PER,,2
ug_fess,pertgl,ORG,,1
ug_fess,prodi kampus ecstasy,ORG,,1
ug_fess,##profen fitri sjafrina,PER,,1
ug_fess,leli safitri,PER,,2
ug_fess,fitri sjafrina,PER,,1
ug_fess,riview riview,PER,,2
ug_fess,febakuntansi,PER,,1
ug_fess,diana rohayati hannan,PER,,1
ug_fess,anugriaty indah asmarany,PER,,1
ug_fess,sri nurhayati,PER,,1
ug_fess,pujiati,PER,,1
ug_fess,nita sri handayani,PER,,1
ug_fess,lutfiyah,PER,,1
ug_fess,bekasi,GPE,,6
ug_fess,kes,PER,,1
ug_fess,ibuprofen hanna efrata anggraeni,PER,,1
ug_fess,jurusan manajemen nilai,ORG,,1
ug_fess,lepkom praktikum fisdas,ORG,,1
ug_fess,ku,PER,,2
ug_fess,malaz,PER,,1
ug_fess,vb,PER,,1
ug_fess,babay,PER,,1
ug_fess,kayk bi djraum,PER,,1
ug_fess,best friend,PER,,1
ug_fess,all,PER,,2
ug_fess,fikom,PER,,3
ug_fess,indonesia,GPE,,2
ug_fess,mari mari gaiss,PER,,1
ug_fess,gundar depok,LOC,,2
ug_fess,uk,GPE,,1
ug_fess,love sick puppy,PER,,1
ug_fess,maba sisfor karawaci,PER,,1
ug_fess,vmlepkom,PER,,1
ug_fess,gundar kedatengan,LOC,,1
ug_fess,max ipk,PER,,1
ug_fess,maba ilkom,PER,,2
ug_fess,bess,PER,,1
ug_fess,eyeball,LOC,,1
ug_fess,region karawaci,GPE,,2
ug_fess,guyys,PER,,1
ug_fess,jl tohir,LOC,,1
ug_fess,fate 700k,LOC,,1
ug_fess,hari,PER,,1
ug_fess,geyz,PER,,1
ug_fess,kostan cwocampur,PER,,1
ug_fess,kelapa dua,LOC,,1
ug_fess,juicy luicy,PER,,1
ug_fess,cireng gundar,PER,,1
ug_fess,depok jakarta,GPE,,1
ug_fess,jakarta timur,GPE,,1
ug_fess,trailer park trash pretty standard real,LOC,,1
ug_fess,sekdos,PER,,2
ug_fess,aslab,ORG,,9
ug_fess,##unfollow,LOC,Abusive_label,1
ug_fess,maba,PER,,10
ug_fess,mbanking,LOC,"HS_Group_label, HS_Moderate_label, HS_Other_label, HS_label",1
ug_fess,bank dki,ORG,"HS_Group_label, HS_Moderate_label, HS_Other_label, HS_label",1
ug_fess,bank dki karawaci,ORG,"HS_Group_label, HS_Moderate_label, HS_Other_label, HS_label",1
ug_fess,bank dki gundar depok,ORG,"HS_Group_label, HS_Moderate_label, HS_Other_label, HS_label",1
ug_fess,uas world wide web,ORG,,1
ug_fess,joglo kampus,LOC,,1
ug_fess,bank dki gedung,ORG,,1
ug_fess,world wide web baak,LOC,,1
ug_fess,various artists bank dki,ORG,,1
ug_fess,mab,PER,,3
ug_fess,putricampur,PER,,1
ug_fess,kampus depok egd kelapa dua,LOC,,1
ug_fess,bank dki kampus,ORG,,1
ug_fess,lanyard keychain,PER,,1
ug_fess,mabaa,PER,,1
ug_fess,afif yulistian,PER,,2
ug_fess,uas,PER,,2
ug_fess,lampung,GPE,,1
ug_fess,mingdep,PER,,1
ug_fess,gundar mengabdi,PER,,1
ug_fess,##a,PER,,1
ug_fess,senderva dkikira dkikira,PER,,1
ug_fess,yamaaciiww,PER,,1
ug_fess,mbanking bank dki,ORG,,1
ug_fess,gunadarma,ORG,,1
ug_fess,kampus luring,LOC,,1
ug_fess,coolyeah,PER,,1
ug_fess,ibuprofen,PER,,3
ug_fess,gedung g33 kampus,LOC,,1
ug_fess,amin,PER,,1
ug_fess,spill,PER,,1
ug_fess,teaching,ORG,,1
ug_fess,urgentsos911,PER,,1
ug_fess,bank dkithankyouu,ORG,,1
ug_fess,##edin ayuu,PER,,1
ug_fess,kampus dinginn,LOC,,1
ug_fess,sosmed,ORG,,1
ug_fess,ibuprofen dyah,PER,,2
ug_fess,bapak guntur widyanto pik,PER,,1
ug_fess,harry potter,PER,,3
ug_fess,holaa,PER,,1
ug_fess,ilkom gatau,ORG,,1
ug_fess,makasiih,PER,,1
ug_fess,gund,PER,,1
ug_fess,psikologi gunadarma,ORG,,1
ug_fess,kaish,PER,,1
ug_fess,bapak andi nur matkul pkn,PER,,1
ug_fess,nugas,PER,,6
ug_fess,olivia chappel roan clairo,PER,,1
ug_fess,maba fikom,PER,,1
ug_fess,eka ardhinie,PER,,1
ug_fess,kakakatingg,PER,,1
ug_fess,rina refianti,PER,,2
ug_fess,dita,PER,,1
ug_fess,terimakasih,PER,,1
ug_fess,nurun,PER,,1
ug_fess,kosaan,PER,,1
ug_fess,mksie yeah,PER,,1
ug_fess,you seruangan,PER,,1
ug_fess,gundar you,ORG,,1
ug_fess,gasii,PER,,1
ug_fess,##a trimakaci,PER,,1
ug_fess,tbtb tantrum,PER,Abusive_label,2
ug_fess,kating,PER,Abusive_label,1
ug_fess,pondok bonny,LOC,,1
